timestamp,some 10 (%),some 60 (%),some 300 (%),anomaly%,annotations
06:31:57,0,0,0,-,-
06:32:06,0,0,0,-,-
06:32:15,0,0,0,-,-
06:32:24,0,0,0,-,-
06:32:33,0,0,0,-,-
06:32:42,1.4175,0.29,0.0575,-,-
06:32:51,1.3776,0.4467,0.0985,-,-
06:33:00,0.5486,0.3887,0.1,-,-
06:33:09,0.2284,0.334,0.09,-,-
06:33:18,0.0868,0.2831,0.09,-,-
06:33:27,0.033,0.243,0.0835,-,-
06:33:36,0.0094,0.2087,0.08,-,-
06:33:45,0,0.1787,0.076,-,-
06:33:54,0,0.1519,0.07,-,-
06:34:03,0,0.1302,0.07,-,-
06:34:12,0,0.1069,0.06,-,-
06:34:21,0,0.0945,0.06,-,-
06:34:30,1.0762,0.316,0.1107,-,-
06:34:39,1.675,0.55,0.17,-,-
06:34:48,-,-,-,-,-
06:34:57,6.2775,2.17,0.5625,-,-
06:35:06,3.86,2.0318,0.575,-,-
06:35:15,1.8912,1.8267,0.5654,-,-
06:35:24,0.8375,1.5875,0.56,-,-
06:35:33,0.356,1.3765,0.5456,-,-
06:35:42,0.1412,1.1782,0.5295,-,-
06:35:51,0.0561,1.0216,0.5114,-,-
06:36:00,0.017,0.8696,0.4925,-,-
06:36:09,0.0036,0.7551,0.476,-,-
06:36:18,0,0.6431,0.462,-,-
06:36:27,0,0.5508,0.4456,-,-
06:36:36,0,0.4756,0.4345,-,-
06:36:45,0,0.4079,0.4156,-,-
06:36:54,0,0.345,0.4025,-,-
06:37:03,0,0.2989,0.391,-,-
06:37:12,0,0.2565,0.3795,-,-
06:37:21,0,0.217,0.364,-,-
06:37:30,0,0.1845,0.35,-,-
06:37:39,0,0.1576,0.339,-,-
06:37:48,0,0.1345,0.3295,-,-
06:37:57,0,0.114,0.3184,-,-
06:38:06,0,0.097,0.307,-,-
06:38:15,0,0.082,0.2912,-,-
06:38:24,0,0.0675,0.28,-,-
06:38:33,0,0.056,0.274,-,-
06:38:42,0,0.0475,0.2675,-,-
06:38:51,0,0.04,0.259,-,-
06:39:00,0,0.03,0.25,-,-
06:39:09,0,0.026,0.2398,-,-
06:39:18,0,0.02,0.23,-,-
06:39:27,0,0.019,0.2216,-,-
06:39:36,0,0.01,0.2125,-,-
06:39:45,0,0.01,0.2084,-,-
06:39:54,0,0.01,0.2,-,-
06:40:03,0,0.002,0.192,-,-
06:40:12,0,0,0.187,-,-
06:40:21,0,0,0.18,-,-
06:40:30,0,0,0.172,-,-
06:40:39,0,0,0.1656,-,-
06:40:48,0,0,0.16,-,-
06:40:57,0,0,0.152,-,-
06:41:06,0,0,0.1495,-,-
06:41:15,0,0,0.14,-,-
06:41:24,0.0998,0.0189,0.14,-,-
06:41:33,0.0542,0.02,0.1356,-,-
06:41:42,0.015,0.0195,0.13,-,-
06:41:51,0.002,0.01,0.1298,-,-
06:42:00,0,0.01,0.12,-,-
06:42:09,0,0.01,0.12,-,-
06:42:18,0.7218,0.1566,0.1469,-,-
06:42:27,0.4283,0.1696,0.149,-,-
06:42:36,0.1621,0.147,0.14,-,-
06:42:45,0.135,0.136,0.139,-,-
06:42:54,0.5952,0.2485,0.163,-,-
06:43:03,0.3328,0.2344,0.16,-,-
06:43:12,0.3163,0.242,0.1645,-,-
06:43:21,0.1805,0.2191,0.16,-,-
06:43:30,0.1831,0.212,0.16,-,-
06:43:39,0.0822,0.1866,0.156,-,-
06:43:48,0.022,0.155,0.15,-,-
06:43:57,0.0084,0.136,0.142,-,-
06:44:06,0,0.1125,0.137,-,-
06:44:15,0,0.096,0.13,-,-
06:44:24,0,0.0795,0.1275,-,-
06:44:33,0,0.066,0.12,-,-
06:44:42,0,0.057,0.12,-,-
06:44:51,0,0.049,0.112,-,-
06:45:00,0,0.04,0.11,-,-
