timestamp,Active (mebibytes),Inactive (mebibytes),Active(anon) (mebibytes),Inactive(anon) (mebibytes),Active(file) (mebibytes),Inactive(file) (mebibytes),Unevictable (mebibytes),Mlocked (mebibytes),anomaly%,annotations
1781907360000,1354.9803385,242.2234375,711.144401,1.40625,643.8359375,240.8171875,26.90625,26.90625,-,-
1781907411000,1355.3018555,242.3640527,711.4658626,1.40625,643.8359375,240.9578027,26.90625,26.90625,-,-
1781907462000,1355.2541406,242.5093164,711.418138,1.40625,643.8359375,241.1030664,26.90625,26.90625,-,-
1781907513000,1355.3423633,242.6518522,711.5063965,1.40625,643.8359375,241.2456022,26.90625,26.90625,-,-
1781907564000,1355.3665365,242.7923568,711.530625,1.40625,643.8359375,241.3861068,26.90625,26.90625,-,-
1781907615000,1355.2811198,242.9348796,711.4452474,1.40625,643.8359375,241.5286296,26.90625,26.90625,-,-
1781907666000,1356.4444531,244.1139714,712.6085807,1.40625,643.8359375,242.7077214,26.90625,26.90625,-,-
1781907717000,1365.2736068,253.0310026,721.4377344,1.40625,643.8359375,251.6247526,26.90625,26.90625,-,-
1781907768000,1357.5535938,245.4608464,713.7176172,1.40625,643.8359375,244.0545964,26.90625,26.90625,-,-
1781907819000,1355.7431706,243.5442383,711.9072103,1.40625,643.8359375,242.1379883,26.90625,26.90625,-,-
1781907870000,1356.1021484,243.6831055,712.2661784,1.40625,643.8359375,242.2768555,26.90625,26.90625,-,-
1781907921000,1356.2150781,243.8240462,712.3791211,1.40625,643.8359375,242.4177962,26.90625,26.90625,-,-
1781907972000,1355.9863802,243.9707812,712.1504948,1.40625,643.8359375,242.5645312,26.90625,26.90625,-,-
1781908023000,1355.9016862,244.1221973,712.065752,1.40625,643.8359375,242.7159473,26.90625,26.90625,-,-
1781908074000,1355.9015755,244.2604883,712.0656966,1.40625,643.8359375,242.8542383,26.90625,26.90625,-,-
1781908125000,1355.8614258,244.4027344,712.0255046,1.40625,643.8359375,242.9964844,26.90625,26.90625,-,-
1781908176000,1356.0989063,244.5433984,712.2629688,1.40625,643.8359375,243.1371484,26.90625,26.90625,-,-
1781908227000,1356.2444661,244.6870215,712.4085286,1.40625,643.8359375,243.2807715,26.90625,26.90625,-,-
1781908278000,1356.2200781,244.8356185,712.3841602,1.40625,643.8359375,243.4293685,26.90625,26.90625,-,-
1781908329000,1356.1914453,244.9850586,712.3555632,1.40625,643.8359375,243.5788086,26.90625,26.90625,-,-
1781908380000,1356.0013021,245.1250651,712.1653646,1.40625,643.8359375,243.7188151,26.90625,26.90625,-,-
1781908431000,1356.0922786,245.2658464,712.2562858,1.40625,643.8359375,243.8595964,26.90625,26.90625,-,-
1781908482000,1355.9172917,245.4058529,712.0813346,1.40625,643.8359375,243.9996029,26.90625,26.90625,-,-
1781908533000,1355.9476367,245.5486296,712.1116992,1.40625,643.8359375,244.1423796,26.90625,26.90625,-,-
1781908584000,1356.0173177,245.6922005,712.1813802,1.40625,643.8359375,244.2859505,26.90625,26.90625,-,-
1781908635000,1356.0472982,245.8398112,712.2113607,1.40625,643.8359375,244.4335612,26.90625,26.90625,-,-
1781908686000,1356.2411589,245.9972201,712.4052148,1.40625,643.8359375,244.5909701,26.90625,26.90625,-,-
1781908737000,1356.277793,246.1390527,712.4417936,1.40625,643.8359375,244.7328027,26.90625,26.90625,-,-
1781908788000,1357.1041146,246.2829167,713.2682161,1.40625,643.8359375,244.8766667,26.90625,26.90625,-,-
1781908839000,1356.6538932,246.428431,712.8179362,1.40625,643.8359375,245.022181,26.90625,26.90625,-,-
1781908890000,1360.8382812,270.4488607,716.9888021,1.40625,643.8494792,269.0426107,26.90625,26.90625,-,-
1781908941000,1377.6985937,333.0265755,733.800957,1.40625,643.897679,331.6203255,26.90625,26.90625,-,-
1781908992000,1391.8148698,373.2125781,747.8522656,1.40625,643.9626042,371.8063281,26.90625,26.90625,-,-
1781909043000,1356.7188346,247.0929492,712.7539909,1.40625,643.9648438,245.6866992,26.90625,26.90625,-,-
1781909094000,1356.3417578,247.2364974,712.3769141,1.40625,643.9648438,245.8302474,26.90625,26.90625,-,-
1781909145000,1356.4766927,247.3828776,712.5118978,1.40625,643.9648438,245.9766276,26.90625,26.90625,-,-
1781909196000,1356.7809896,247.5263542,712.8162109,1.40625,643.9648438,246.1201042,26.90625,26.90625,-,-
1781909247000,1356.8404753,247.6693424,712.8756673,1.40625,643.9648438,246.2630924,26.90625,26.90625,-,-
1781909298000,1356.6579557,247.8139323,712.6930924,1.40625,643.9648438,246.4076823,26.90625,26.90625,-,-
1781909349000,1356.5152734,247.9591569,712.5503646,1.40625,643.9648438,246.5529069,26.90625,26.90625,-,-
1781909400000,1356.446875,248.1003255,712.4819661,1.40625,643.9648438,246.6940755,26.90625,26.90625,-,-
