timestamp,free (GiBy),used (GiBy),cached (GiBy),buffers (GiBy),anomaly%,annotations
08:05:09,0.3512,1.2001,2.1713,0.0549,-,-
08:06:00,0.3438,1.2101,2.1688,0.0546,-,-
08:06:51,0.3317,1.2212,2.1695,0.0549,-,-
08:07:42,0.3724,1.1799,2.17,0.0551,-,-
08:08:33,0.3871,1.1647,2.1703,0.0553,-,-
08:09:24,0.369,1.1758,2.1771,0.0555,-,-
08:10:15,0.3573,1.1921,2.1727,0.0553,-,-
08:11:06,0.3509,1.2136,2.158,0.055,-,-
08:11:57,0.3414,1.2401,2.1411,0.0548,-,-
08:12:48,0.3513,1.2491,2.1225,0.0545,-,-
08:13:39,0.3782,1.2283,2.1165,0.0545,-,-
08:14:30,0.4034,1.1958,2.1234,0.0547,-,-
08:15:21,0.3864,1.2062,2.13,0.0549,-,-
08:16:12,0.3807,1.2088,2.1328,0.0551,-,-
08:17:03,0.393,1.1959,2.1332,0.0553,-,-
08:17:54,0.3885,1.1998,2.1336,0.0555,-,-
08:18:45,0.3719,1.216,2.1339,0.0557,-,-
08:19:36,0.3733,1.2053,2.1429,0.0559,-,-
08:20:27,0.3352,1.237,2.149,0.0562,-,-
08:21:18,0.3564,1.2128,2.1517,0.0566,-,-
08:22:09,0.3923,1.1758,2.1524,0.0569,-,-
08:23:00,0.3936,1.174,2.1527,0.0571,-,-
08:23:51,0.3716,1.1943,2.1541,0.0573,-,-
08:24:42,0.3477,1.2093,2.1629,0.0575,-,-
08:25:33,0.3705,1.1809,2.1683,0.0577,-,-
08:26:24,0.3792,1.1705,2.1697,0.0579,-,-
08:27:15,0.357,1.1921,2.1702,0.0581,-,-
08:28:06,0.3493,1.1992,2.1706,0.0583,-,-
08:28:57,0.3773,1.1687,2.1729,0.0585,-,-
08:29:48,0.3682,1.1689,2.1816,0.0587,-,-
08:30:39,0.3267,1.2048,2.187,0.0589,-,-
08:31:30,0.2842,1.2014,2.2348,0.057,-,-
08:32:21,0.5382,1.4765,1.7304,0.0323,-,-
08:33:12,0.7883,1.6836,1.2902,0.0152,-,-
08:34:03,0.8878,1.7009,1.1747,0.014,-,-
08:34:54,0.9188,1.682,1.1623,0.0143,-,-
08:35:45,0.9504,1.7044,1.1081,0.0145,-,-
08:36:36,1.3425,1.3133,1.1066,0.0149,-,-
08:37:27,1.4453,1.1974,1.1195,0.0153,-,-
08:38:18,1.4638,1.1726,1.1253,0.0157,-,-
08:39:09,1.4678,1.1678,1.1258,0.016,-,-
08:40:00,1.4667,1.1681,1.1264,0.0163,-,-
08:40:51,1.4621,1.1711,1.1277,0.0166,-,-
08:41:42,1.4755,1.1498,1.1351,0.0169,-,-
08:42:33,1.4464,1.1714,1.1423,0.0172,-,-
08:43:24,1.4423,1.1735,1.1442,0.0175,-,-
08:44:15,1.4477,1.1674,1.1445,0.0178,-,-
08:45:06,1.4495,1.1649,1.1449,0.018,-,-
08:45:57,1.4417,1.1689,1.1484,0.0183,-,-
08:46:48,1.4237,1.1739,1.1612,0.0186,-,-
08:47:39,1.4038,1.1801,1.1746,0.0189,-,-
08:48:30,1.3983,1.1835,1.1764,0.0191,-,-
08:49:21,1.3974,1.1838,1.1768,0.0194,-,-
08:50:12,1.3943,1.1863,1.1772,0.0196,-,-
08:51:03,1.3881,1.1896,1.1799,0.0199,-,-
08:51:54,1.3442,1.1941,1.2187,0.0204,-,-
08:52:45,1.1271,1.2228,1.4055,0.0219,-,-
08:53:36,0.9321,1.3225,1.5002,0.0226,-,-
08:54:27,0.874,1.3587,1.5218,0.0229,-,-
08:55:18,0.9062,1.3218,1.5262,0.0232,-,-
08:56:09,0.9431,1.2791,1.5319,0.0234,-,-
08:57:00,0.9396,1.2691,1.545,0.0237,-,-
08:57:51,0.9185,1.2666,1.5683,0.024,-,-
08:58:42,0.9093,1.2673,1.5766,0.0242,-,-
08:59:33,0.9461,1.2295,1.5773,0.0244,-,-
09:00:24,0.9456,1.2296,1.5776,0.0247,-,-
09:01:15,0.9254,1.2453,1.5818,0.0249,-,-
09:02:06,0.9161,1.247,1.5891,0.0252,-,-
09:02:57,0.9229,1.234,1.5949,0.0255,-,-
09:03:48,0.9061,1.2504,1.5952,0.0257,-,-
09:04:39,0.8626,1.2932,1.5956,0.026,-,-
09:05:30,0.8628,1.2924,1.596,0.0262,-,-
09:06:21,0.861,1.2889,1.601,0.0265,-,-
09:07:12,0.849,1.2935,1.6082,0.0268,-,-
09:08:03,0.8458,1.2913,1.6132,0.027,-,-
09:08:54,0.8676,1.2689,1.6136,0.0273,-,-
09:09:45,0.8761,1.2597,1.614,0.0275,-,-
09:10:36,0.8927,1.2426,1.6144,0.0277,-,-
09:11:27,0.8956,1.2338,1.62,0.028,-,-
09:12:18,0.8633,1.2575,1.6282,0.0284,-,-
09:13:09,0.8341,1.2817,1.6326,0.0289,-,-
09:14:00,0.8275,1.2883,1.6323,0.0293,-,-
09:14:51,0.8252,1.2901,1.6326,0.0295,-,-
09:15:42,0.8708,1.2437,1.6331,0.0297,-,-
09:16:33,0.8733,1.2345,1.6396,0.03,-,-
09:17:24,0.8388,1.2615,1.6469,0.0303,-,-
09:18:15,0.8253,1.2714,1.6502,0.0305,-,-
09:19:06,0.8236,1.2728,1.6503,0.0308,-,-
09:19:57,0.8097,1.2866,1.65,0.031,-,-
09:20:48,0.8029,1.2914,1.6519,0.0313,-,-
09:21:39,0.7662,1.2937,1.6859,0.0315,-,-
09:22:30,0.7191,1.3162,1.7103,0.0318,-,-
09:23:21,0.726,1.3021,1.7173,0.032,-,-
09:24:12,0.7676,1.2599,1.7177,0.0322,-,-
09:25:03,0.8026,1.2243,1.7181,0.0325,-,-
09:25:54,0.7907,1.2344,1.7196,0.0327,-,-
09:26:45,0.7061,1.3117,1.7266,0.033,-,-
09:27:36,0.7003,1.3071,1.7368,0.0333,-,-
09:28:27,0.7,1.3036,1.7403,0.0335,-,-
09:29:18,0.6829,1.3196,1.7412,0.0337,-,-
09:30:09,0.6789,1.323,1.7416,0.0339,-,-
