timestamp,timestamp,anomaly%,annotations
03:14:27,0.06,-,-
03:15:18,0.06,-,-
03:16:09,0.02,-,-
03:17:00,0.02,-,-
03:17:51,0.02,-,-
03:18:42,0.02,-,-
03:19:33,0.19,-,-
03:20:24,0.06,-,-
03:21:15,0.02,-,-
03:22:06,0.06,-,-
03:22:57,0.05,-,-
03:23:48,0,-,-
03:24:39,0.04,-,-
03:25:30,0.06,-,-
03:26:21,0.06,-,-
03:27:12,0.04,-,-
03:28:03,0.06,-,-
03:28:54,0.02,-,-
03:29:45,0.02,-,-
03:30:36,0.06,-,-
03:31:27,0.03,-,-
03:32:18,0.02,-,-
03:33:09,0.06,-,-
03:34:00,0.04,-,-
03:34:51,0,-,-
03:35:42,0.04,-,-
03:36:33,0.04,-,-
03:37:24,0.06,-,-
03:38:15,0.06,-,-
03:39:06,0.06,-,-
03:39:57,0.02,-,-
03:40:48,0.14,-,-
03:41:39,0.04,-,-
03:42:30,0.05,-,-
03:43:21,0.06,-,-
03:44:12,0.02,-,-
03:45:03,0.02,-,-
03:45:54,0.04,-,-
03:46:45,0.06,-,-
03:47:36,0.02,-,-
03:48:27,0.02,-,-
03:49:18,0.06,-,-
03:50:09,0.07,-,-
03:51:00,0.06,-,-
03:51:51,0.04,-,-
03:52:42,0.08,-,-
03:53:33,0.06,-,-
03:54:24,0,-,-
03:55:15,0.02,-,-
03:56:06,0.08,-,-
03:56:57,0.12,-,-
03:57:48,0.03,-,-
03:58:39,0.01,-,-
03:59:30,0.02,-,-
04:00:21,0.04,-,-
04:01:12,0.07,-,-
04:02:03,0.04,-,-
04:02:54,0.06,-,-
04:03:45,0.04,-,-
04:04:36,0.04,-,-
04:05:27,0.04,-,-
04:06:18,0.06,-,-
04:07:09,0.06,-,-
04:08:00,0.02,-,-
04:08:51,0.02,-,-
04:09:42,0.02,-,-
04:10:33,0.04,-,-
04:11:24,0.02,-,-
04:12:15,0.04,-,-
04:13:06,0.04,-,-
04:13:57,0.05,-,-
04:14:48,0.06,-,-
04:15:39,0.06,-,-
04:16:30,0.04,-,-
04:17:21,0.02,-,-
04:18:12,0.08,-,-
04:19:03,0.04,-,-
04:19:54,0.04,-,-
04:20:45,0.06,-,-
04:21:36,1.26,-,-
04:22:27,0.06,-,-
04:23:18,0.06,-,-
04:24:09,0.02,-,-
04:25:00,1.58,-,-
04:25:51,0.02,-,-
04:26:42,0.02,-,-
04:27:33,0,-,-
04:28:24,0.09,-,-
04:29:15,0.03,-,-
04:30:06,0.02,-,-
04:30:57,0.02,-,-
04:31:48,0.02,-,-
04:32:39,0.02,-,-
04:33:30,0.02,-,-
04:34:21,0.02,-,-
04:35:12,0.02,-,-
04:36:03,0.02,-,-
04:36:54,0,-,-
04:37:45,0.02,-,-
04:38:36,0.06,-,-
04:39:27,0.06,-,-
04:40:18,0.02,-,-
04:41:09,0.06,-,-
04:42:00,0.08,-,-
04:42:51,0.07,-,-
04:43:42,0.02,-,-
04:44:33,0.01,-,-
04:45:24,0.05,-,-
04:46:15,0.02,-,-
04:47:06,0.06,-,-
04:47:57,0.06,-,-
04:48:48,0.06,-,-
04:49:39,0.04,-,-
04:50:30,0.04,-,-
04:51:21,0.04,-,-
