timestamp,timestamp,anomaly%,annotations
03:14:27,0.08,-,-
03:15:18,0.12,-,-
03:16:09,0.06,-,-
03:17:00,0.04,-,-
03:17:51,0.06,-,-
03:18:42,0.06,-,-
03:19:33,0.27,-,-
03:20:24,0.14,-,-
03:21:15,0.04,-,-
03:22:06,0.1,-,-
03:22:57,0.1,-,-
03:23:48,0.04,-,-
03:24:39,0.08,-,-
03:25:30,0.1,-,-
03:26:21,0.08,-,-
03:27:12,0.1,-,-
03:28:03,0.1,-,-
03:28:54,0.04,-,-
03:29:45,0.06,-,-
03:30:36,0.06,-,-
03:31:27,0.06,-,-
03:32:18,0.1,-,-
03:33:09,0.1,-,-
03:34:00,0.06,-,-
03:34:51,0.04,-,-
03:35:42,0.04,-,-
03:36:33,0.09,-,-
03:37:24,0.1,-,-
03:38:15,0.12,-,-
03:39:06,0.08,-,-
03:39:57,0.06,-,-
03:40:48,0.22,-,-
03:41:39,0.06,-,-
03:42:30,0.08,-,-
03:43:21,0.08,-,-
03:44:12,0.1,-,-
03:45:03,0.04,-,-
03:45:54,0.08,-,-
03:46:45,0.12,-,-
03:47:36,0.04,-,-
03:48:27,0.06,-,-
03:49:18,0.09,-,-
03:50:09,0.09,-,-
03:51:00,0.1,-,-
03:51:51,0.08,-,-
03:52:42,0.13,-,-
03:53:33,0.07,-,-
03:54:24,0.04,-,-
03:55:15,0.04,-,-
03:56:06,0.16,-,-
03:56:57,0.14,-,-
03:57:48,0.07,-,-
03:58:39,0.05,-,-
03:59:30,0.06,-,-
04:00:21,0.09,-,-
04:01:12,0.15,-,-
04:02:03,0.1,-,-
04:02:54,0.08,-,-
04:03:45,0.07,-,-
04:04:36,0.08,-,-
04:05:27,0.1,-,-
04:06:18,0.08,-,-
04:07:09,0.1,-,-
04:08:00,0.04,-,-
04:08:51,0.04,-,-
04:09:42,0.04,-,-
04:10:33,0.08,-,-
04:11:24,0.04,-,-
04:12:15,0.08,-,-
04:13:06,0.08,-,-
04:13:57,0.08,-,-
04:14:48,0.14,-,-
04:15:39,0.12,-,-
04:16:30,0.08,-,-
04:17:21,0.06,-,-
04:18:12,0.1,-,-
04:19:03,0.07,-,-
04:19:54,0.06,-,-
04:20:45,0.08,-,-
04:21:36,1.5,-,-
04:22:27,0.1,-,-
04:23:18,0.1,-,-
04:24:09,0.04,-,-
04:25:00,1.77,-,-
04:25:51,0.07,-,-
04:26:42,0.05,-,-
04:27:33,0.05,-,-
04:28:24,0.14,-,-
04:29:15,0.06,-,-
04:30:06,0.06,-,-
04:30:57,0.04,-,-
04:31:48,0.06,-,-
