timestamp,Active (GiBy),Inactive (GiBy),Active(anon) (GiBy),Inactive(anon) (GiBy),Active(file) (GiBy),Inactive(file) (GiBy),Unevictable (GiBy),Mlocked (GiBy),anomaly%,annotations
07:16:42,1.2748,1.717,0.8131,0.1754,0.4617,1.5416,0.0263,0.0263,-,-
07:17:33,1.335,1.677,0.8703,0.1751,0.4647,1.5019,0.0263,0.0263,-,-
07:18:24,1.373,1.6267,0.9049,0.1749,0.4681,1.4518,0.0263,0.0263,-,-
07:19:15,1.3614,1.6018,0.8917,0.1747,0.4697,1.4271,0.0263,0.0263,-,-
07:20:06,1.329,1.6028,0.8593,0.1747,0.4697,1.4281,0.0263,0.0263,-,-
07:20:57,1.3069,1.6035,0.8371,0.1747,0.4698,1.4288,0.0263,0.0263,-,-
07:21:48,1.2617,1.6043,0.7919,0.1747,0.4698,1.4296,0.0263,0.0263,-,-
07:22:39,1.2692,1.6188,0.7994,0.1747,0.4698,1.4441,0.0263,0.0263,-,-
07:23:30,1.277,1.7069,0.8442,0.1747,0.4329,1.5322,0.0263,0.0263,-,-
07:24:21,1.2478,1.7923,0.8802,0.1747,0.3676,1.6176,0.0263,0.0263,-,-
07:25:12,1.1985,1.8016,0.8835,0.1747,0.315,1.6269,0.0263,0.0263,-,-
07:26:03,1.2004,1.8024,0.8853,0.1746,0.3151,1.6277,0.0263,0.0263,-,-
07:26:54,1.1647,1.8028,0.8495,0.1745,0.3151,1.6282,0.0263,0.0263,-,-
07:27:45,1.1314,1.8131,0.8162,0.1744,0.3151,1.6387,0.0263,0.0263,-,-
07:28:36,1.1281,1.8188,0.8129,0.1742,0.3152,1.6445,0.0263,0.0263,-,-
07:29:27,1.1465,1.8208,0.8312,0.1742,0.3153,1.6466,0.0263,0.0263,-,-
07:30:18,1.1657,1.8216,0.8503,0.1742,0.3154,1.6475,0.0263,0.0263,-,-
