timestamp,timestamp,anomaly%,annotations
1781900067000,0.0641805,-,-
1781900118000,0.06,-,-
1781900169000,0.0192308,-,-
1781900220000,0.02,-,-
1781900271000,0.0192308,-,-
1781900322000,0.02,-,-
1781900373000,0.1923077,-,-
1781900424000,0.06,-,-
1781900475000,0.0192308,-,-
1781900526000,0.0567492,-,-
1781900577000,0.0469549,-,-
1781900628000,0,-,-
1781900679000,0.0384615,-,-
1781900730000,0.06,-,-
1781900781000,0.0640635,-,-
1781900832000,0.04,-,-
1781900883000,0.0576923,-,-
1781900934000,0.02,-,-
1781900985000,0.0192308,-,-
1781901036000,0.0567373,-,-
1781901087000,0.027736,-,-
1781901138000,0.02,-,-
1781901189000,0.0576923,-,-
1781901240000,0.04,-,-
1781901291000,0,-,-
1781901342000,0.04,-,-
1781901393000,0.0384615,-,-
1781901444000,0.0567472,-,-
1781901495000,0.06082,-,-
1781901546000,0.06,-,-
1781901597000,0.0192308,-,-
1781901648000,0.14,-,-
1781901699000,0.0438296,-,-
1781901750000,0.0488344,-,-
1781901801000,0.0576923,-,-
1781901852000,0.02,-,-
1781901903000,0.0192308,-,-
1781901954000,0.04,-,-
1781902005000,0.0576923,-,-
1781902056000,0.02,-,-
1781902107000,0.0192308,-,-
1781902158000,0.06,-,-
1781902209000,0.0705913,-,-
1781902260000,0.0621667,-,-
1781902311000,0.0438288,-,-
1781902362000,0.08,-,-
1781902413000,0.0576923,-,-
1781902464000,0,-,-
1781902515000,0.0192308,-,-
1781902566000,0.0767473,-,-
1781902617000,0.124766,-,-
1781902668000,0.0267477,-,-
1781902719000,0.0127426,-,-
1781902770000,0.02,-,-
1781902821000,0.0418239,-,-
1781902872000,0.0665052,-,-
1781902923000,0.0395033,-,-
1781902974000,0.06,-,-
1781903025000,0.0384615,-,-
1781903076000,0.0378316,-,-
1781903127000,0.0405466,-,-
1781903178000,0.06,-,-
1781903229000,0.0576923,-,-
1781903280000,0.02,-,-
1781903331000,0.0192308,-,-
1781903382000,0.02,-,-
1781903433000,0.0384615,-,-
1781903484000,0.02,-,-
1781903535000,0.0384615,-,-
1781903586000,0.0378313,-,-
1781903637000,0.0486002,-,-
1781903688000,0.0632492,-,-
1781903739000,0.0576923,-,-
1781903790000,0.04,-,-
